team,year,date,HLTV_rankings,roster,nats
Space Soldiers,2017,04/09/2017,21,MAJ3R - XANTARES - Calyx - paz - ngiN,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,28/08/2017,19,MAJ3R - XANTARES - Calyx - paz - ngiN,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,21/08/2017,21,MAJ3R - XANTARES - Calyx - paz - ngiN,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,14/08/2017,24,MAJ3R - XANTARES - Calyx - paz - ngiN,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,07/08/2017,24,MAJ3R - XANTARES - Calyx - paz - ngiN,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,31/07/2017,25,MAJ3R - XANTARES - Calyx - paz - ngiN,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,24/07/2017,26,MAJ3R - XANTARES - Calyx - paz - ngiN,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,17/07/2017,23,MAJ3R - XANTARES - Calyx - paz - ngiN,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,10/07/2017,22,MAJ3R - XANTARES - Calyx - paz - ngiN,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,03/07/2017,28,MAJ3R - XANTARES - Calyx - paz - ngiN,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,26/06/2017,25,MAJ3R - XANTARES - Calyx - paz - ngiN,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,19/06/2017,25,MAJ3R - XANTARES - Calyx - paz - ngiN,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,12/06/2017,25,MAJ3R - XANTARES - Calyx - paz - ngiN,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,05/06/2017,26,MAJ3R - XANTARES - Calyx - paz - ngiN,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,29/05/2017,26,MAJ3R - XANTARES - Calyx - paz - ngiN,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,22/05/2017,30,MAJ3R - XANTARES - Calyx - paz - DESPE,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,15/05/2017,32,MAJ3R - XANTARES - Calyx - paz - DESPE,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,08/05/2017,29,MAJ3R - XANTARES - Calyx - paz - DESPE,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,01/05/2017,26,MAJ3R - XANTARES - Calyx - paz - DESPE,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,24/04/2017,22,MAJ3R - XANTARES - Calyx - paz - DESPE,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,17/04/2017,21,MAJ3R - XANTARES - Calyx - paz - DESPE,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,10/04/2017,18,MAJ3R - XANTARES - Calyx - paz - DESPE,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,03/04/2017,18,MAJ3R - XANTARES - Calyx - paz - DESPE,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,27/03/2017,29,MAJ3R - XANTARES - Calyx - paz - DESPE,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,20/03/2017,23,MAJ3R - XANTARES - Calyx - paz - DESPE,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,13/03/2017,22,MAJ3R - XANTARES - Calyx - paz - DESPE,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,06/03/2017,22,MAJ3R - XANTARES - Calyx - paz - DESPE,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,27/02/2017,23,MAJ3R - XANTARES - Calyx - paz - DESPE,Turkish - Turkish - Turkish - Turkish - Turkish
Space Soldiers,2017,20/02/2017,23,MAJ3R - XANTARES - Calyx - paz - DESPE,Turkish - Turkish - Turkish - Turkish - Turkish
